content,score,at,translated_content,cleaned_content,tokenized_content,stopword_removed_content,stemmed_content,sentiment_score,predicted_rating,sentiment_category,ulasan_bersih
"Awalnya sangat kesulitan untuk login di android tv dan cuma bisa via anycast,tapi setelah lihat tutorial di ytub akhirnya berhasil juga.Sangat memuaskan, paket langganan per tahun sangat murah di banding lainya, audio dan video juga baik sekali di tempat saya, HD dan dolby atmos. Saya sarankan channel WILD ANIMAL bisa bahasa indonesia akan sangat membantu ibu saya dalam menonton.... Dan satu lagi, pembayaran via gopay sangat membantu saya yg tidak punya credit card, apalagi kalau bisa via BRI.",5,2022-12-28 08:24:53,"Awalnya sangat kesulitan untuk login di android tv dan cuma bisa via anycast,tapi setelah lihat tutorial di ytub akhirnya berhasil juga.Sangat memuaskan, paket langganan per tahun sangat murah di banding lainya, audio dan video juga baik sekali di tempat saya, HD dan dolby atmos. Saya sarankan channel WILD ANIMAL bisa bahasa indonesia akan sangat membantu ibu saya dalam menonton.... Dan satu lagi, pembayaran via gopay sangat membantu saya yg tidak punya credit card, apalagi kalau bisa via BRI.",awalnya sangat kesulitan untuk login di android tv dan cuma bisa via anycasttapi setelah lihat tutorial di ytub akhirnya berhasil jugasangat memuaskan paket langganan per tahun sangat murah di banding lainya audio dan video juga baik sekali di tempat saya hd dan dolby atmos saya sarankan channel wild animal bisa bahasa indonesia akan sangat membantu ibu saya dalam menonton dan satu lagi pembayaran via gopay sangat membantu saya yg tidak punya credit card apalagi kalau bisa via bri,"['awalnya', 'sangat', 'kesulitan', 'untuk', 'login', 'di', 'android', 'tv', 'dan', 'cuma', 'bisa', 'via', 'anycasttapi', 'setelah', 'lihat', 'tutorial', 'di', 'ytub', 'akhirnya', 'berhasil', 'jugasangat', 'memuaskan', 'paket', 'langganan', 'per', 'tahun', 'sangat', 'murah', 'di', 'banding', 'lainya', 'audio', 'dan', 'video', 'juga', 'baik', 'sekali', 'di', 'tempat', 'saya', 'hd', 'dan', 'dolby', 'atmos', 'saya', 'sarankan', 'channel', 'wild', 'animal', 'bisa', 'bahasa', 'indonesia', 'akan', 'sangat', 'membantu', 'ibu', 'saya', 'dalam', 'menonton', 'dan', 'satu', 'lagi', 'pembayaran', 'via', 'gopay', 'sangat', 'membantu', 'saya', 'yg', 'tidak', 'punya', 'credit', 'card', 'apalagi', 'kalau', 'bisa', 'via', 'bri']","['kesulitan', 'login', 'android', 'tv', 'via', 'anycasttapi', 'lihat', 'tutorial', 'ytub', 'berhasil', 'jugasangat', 'memuaskan', 'paket', 'langganan', 'murah', 'banding', 'lainya', 'audio', 'video', 'hd', 'dolby', 'atmos', 'sarankan', 'channel', 'wild', 'animal', 'bahasa', 'indonesia', 'membantu', 'menonton', 'pembayaran', 'via', 'gopay', 'membantu', 'yg', 'credit', 'card', 'via', 'bri']","['sulit', 'login', 'android', 'tv', 'via', 'anycasttapi', 'lihat', 'tutorial', 'ytub', 'hasil', 'jugasangat', 'muas', 'paket', 'langgan', 'murah', 'banding', 'lai', 'audio', 'video', 'hd', 'dolby', 'atmos', 'saran', 'channel', 'wild', 'animal', 'bahasa', 'indonesia', 'bantu', 'tonton', 'bayar', 'via', 'gopay', 'bantu', 'yg', 'credit', 'card', 'via', 'bri']",-10,1,Negatif,sulit login android tv via anycasttapi lihat tutorial ytub hasil jugasangat muas paket langgan murah banding lai audio video hd dolby atmos saran channel wild animal bahasa indonesia bantu tonton bayar via gopay bantu yg credit card via bri
Lumayan buat nonton kalau lagi gk jualan bisa nonton dirmh sambil rebahan,5,2022-12-28 05:16:02,Ada baiknya untuk menontonnya jika Anda tidak mampu menontonnya di rumah sambil direbus,ada baiknya untuk menontonnya jika anda tidak mampu menontonnya di rumah sambil direbus,"['ada', 'baiknya', 'untuk', 'menontonnya', 'jika', 'anda', 'tidak', 'mampu', 'menontonnya', 'di', 'rumah', 'sambil', 'direbus']","['baiknya', 'menontonnya', 'menontonnya', 'rumah', 'direbus']","['baik', 'tonton', 'tonton', 'rumah', 'rebus']",-6,1,Negatif,baik tonton tonton rumah rebus
tambahkan opsi milih resolusi dong,3,2022-12-28 00:01:39,tambahkan opsi milih resolusi dong,tambahkan opsi milih resolusi dong,"['tambahkan', 'opsi', 'milih', 'resolusi', 'dong']","['tambahkan', 'opsi', 'milih', 'resolusi']","['tambah', 'opsi', 'milih', 'resolusi']",4,4,Positif,tambah opsi milih resolusi
Please help me to connect to my smart tv. When i log in to activate there only Otp directly to the web not asking me to input the 4 digit from my tv. Tolong bantu saya biar bisa nonton di tv. Tiap kali active kan di crime cuma nanya no hp saja lalu otp langsung masuk ke web nga ada kolom buat isi 4 digit di tv saya,1,2022-12-27 23:05:48,Please help me to connect to my smart tv. When i log in to activate there only Otp directly to the web not asking me to input the 4 digit from my tv. Tolong bantu saya biar bisa nonton di tv. Tiap kali active kan di crime cuma nanya no hp saja lalu otp langsung masuk ke web nga ada kolom buat isi 4 digit di tv saya,please help me to connect to my smart tv when i log in to activate there only otp directly to the web not asking me to input the digit from my tv tolong bantu saya biar bisa nonton di tv tiap kali active kan di crime cuma nanya no hp saja lalu otp langsung masuk ke web nga ada kolom buat isi digit di tv saya,"['please', 'help', 'me', 'to', 'connect', 'to', 'my', 'smart', 'tv', 'when', 'i', 'log', 'in', 'to', 'activate', 'there', 'only', 'otp', 'directly', 'to', 'the', 'web', 'not', 'asking', 'me', 'to', 'input', 'the', 'digit', 'from', 'my', 'tv', 'tolong', 'bantu', 'saya', 'biar', 'bisa', 'nonton', 'di', 'tv', 'tiap', 'kali', 'active', 'kan', 'di', 'crime', 'cuma', 'nanya', 'no', 'hp', 'saja', 'lalu', 'otp', 'langsung', 'masuk', 'ke', 'web', 'nga', 'ada', 'kolom', 'buat', 'isi', 'digit', 'di', 'tv', 'saya']","['please', 'help', 'me', 'to', 'connect', 'to', 'my', 'smart', 'tv', 'when', 'i', 'log', 'in', 'to', 'activate', 'there', 'only', 'otp', 'directly', 'to', 'the', 'web', 'not', 'asking', 'me', 'to', 'input', 'the', 'digit', 'from', 'my', 'tv', 'tolong', 'bantu', 'biar', 'nonton', 'tv', 'kali', 'active', 'crime', 'nanya', 'no', 'hp', 'otp', 'langsung', 'masuk', 'web', 'nga', 'kolom', 'isi', 'digit', 'tv']","['please', 'help', 'me', 'to', 'connect', 'to', 'my', 'smart', 'tv', 'when', 'i', 'log', 'in', 'to', 'activate', 'there', 'only', 'otp', 'directly', 'to', 'the', 'web', 'not', 'asking', 'me', 'to', 'input', 'the', 'digit', 'from', 'my', 'tv', 'tolong', 'bantu', 'biar', 'nonton', 'tv', 'kali', 'active', 'crime', 'nanya', 'no', 'hp', 'otp', 'langsung', 'masuk', 'web', 'nga', 'kolom', 'isi', 'digit', 'tv']",-15,1,Negatif,please help me to connect to my smart tv when i log in to activate there only otp directly to the web not asking me to input the digit from my tv tolong bantu biar nonton tv kali active crime nanya no hp otp langsung masuk web nga kolom isi digit tv
"Sudah berlangganan 1 tahun, tapi diminta berlangganan saat mau nonton.",1,2022-12-27 22:54:13,"Sudah berlangganan 1 tahun, tapi diminta berlangganan saat mau nonton.",sudah berlangganan tahun tapi diminta berlangganan saat mau nonton,"['sudah', 'berlangganan', 'tahun', 'tapi', 'diminta', 'berlangganan', 'saat', 'mau', 'nonton']","['berlangganan', 'berlangganan', 'nonton']","['langgan', 'langgan', 'nonton']",4,4,Positif,langgan langgan nonton
"Aplikasinya bagus, Hanya saja terkadang ada beberapa bug seperti freeze, cuman tolong untuk kualitas videonya lebih di pertahankan hanya ada 3 opsi dan sekalipun pilih yang paling baik terkadang ada noise dan blur pada series/film, padahal jaringan lancar lancar saja, semoga lebih diperhatikan.",3,2022-12-27 21:56:14,"Aplikasinya bagus, Hanya saja terkadang ada beberapa bug seperti freeze, cuman tolong untuk kualitas videonya lebih di pertahankan hanya ada 3 opsi dan sekalipun pilih yang paling baik terkadang ada noise dan blur pada series/film, padahal jaringan lancar lancar saja, semoga lebih diperhatikan.",aplikasinya bagus hanya saja terkadang ada beberapa bug seperti freeze cuman tolong untuk kualitas videonya lebih di pertahankan hanya ada opsi dan sekalipun pilih yang paling baik terkadang ada noise dan blur pada seriesfilm padahal jaringan lancar lancar saja semoga lebih diperhatikan,"['aplikasinya', 'bagus', 'hanya', 'saja', 'terkadang', 'ada', 'beberapa', 'bug', 'seperti', 'freeze', 'cuman', 'tolong', 'untuk', 'kualitas', 'videonya', 'lebih', 'di', 'pertahankan', 'hanya', 'ada', 'opsi', 'dan', 'sekalipun', 'pilih', 'yang', 'paling', 'baik', 'terkadang', 'ada', 'noise', 'dan', 'blur', 'pada', 'seriesfilm', 'padahal', 'jaringan', 'lancar', 'lancar', 'saja', 'semoga', 'lebih', 'diperhatikan']","['aplikasinya', 'bagus', 'terkadang', 'bug', 'freeze', 'cuman', 'tolong', 'kualitas', 'videonya', 'pertahankan', 'opsi', 'pilih', 'terkadang', 'noise', 'blur', 'seriesfilm', 'jaringan', 'lancar', 'lancar', 'semoga', 'diperhatikan']","['aplikasi', 'bagus', 'terkadang', 'bug', 'freeze', 'cuman', 'tolong', 'kualitas', 'video', 'tahan', 'opsi', 'pilih', 'terkadang', 'noise', 'blur', 'seriesfilm', 'jaring', 'lancar', 'lancar', 'moga', 'perhati']",-8,1,Negatif,aplikasi bagus terkadang bug freeze cuman tolong kualitas video tahan opsi pilih terkadang noise blur seriesfilm jaring lancar lancar moga perhati
Good,5,2022-12-27 20:56:09,Bagus,bagus,['bagus'],['bagus'],['bagus'],-4,2,Negatif,bagus
"Saya sudah memilih paket berlangganan 1 tahun, tetapi ketika ingin menonton film saya diminta untuk berlangganan kembali. Ketika memilih paket 1 tahun tidak bisa karena anda sudah berlangganan.",2,2022-12-27 20:39:08,"Saya sudah memilih paket berlangganan 1 tahun, tetapi ketika ingin menonton film saya diminta untuk berlangganan kembali. Ketika memilih paket 1 tahun tidak bisa karena anda sudah berlangganan.",saya sudah memilih paket berlangganan tahun tetapi ketika ingin menonton film saya diminta untuk berlangganan kembali ketika memilih paket tahun tidak bisa karena anda sudah berlangganan,"['saya', 'sudah', 'memilih', 'paket', 'berlangganan', 'tahun', 'tetapi', 'ketika', 'ingin', 'menonton', 'film', 'saya', 'diminta', 'untuk', 'berlangganan', 'kembali', 'ketika', 'memilih', 'paket', 'tahun', 'tidak', 'bisa', 'karena', 'anda', 'sudah', 'berlangganan']","['memilih', 'paket', 'berlangganan', 'menonton', 'film', 'berlangganan', 'memilih', 'paket', 'berlangganan']","['pilih', 'paket', 'langgan', 'tonton', 'film', 'langgan', 'pilih', 'paket', 'langgan']",6,5,Positif,pilih paket langgan tonton film langgan pilih paket langgan
Ga bisa distel di tv android,1,2022-12-27 20:00:55,Ga bisa distel di tv android,ga bisa distel di tv android,"['ga', 'bisa', 'distel', 'di', 'tv', 'android']","['ga', 'distel', 'tv', 'android']","['ga', 'distel', 'tv', 'android']",0,3,Netral,ga distel tv android
"Udah pake wifi tapi malah lag, tolong perbaiki aplikasinya...",1,2022-12-27 19:37:02,"Udah pake wifi tapi malah lag, tolong perbaiki aplikasinya...",udah pake wifi tapi malah lag tolong perbaiki aplikasinya,"['udah', 'pake', 'wifi', 'tapi', 'malah', 'lag', 'tolong', 'perbaiki', 'aplikasinya']","['udah', 'pake', 'wifi', 'lag', 'tolong', 'perbaiki', 'aplikasinya']","['udah', 'pake', 'wifi', 'lag', 'tolong', 'baik', 'aplikasi']",-7,1,Negatif,udah pake wifi lag tolong baik aplikasi
"Bagus nih aplikasi,tapi kalo ada stranger think lebih mantap nih aplikasi",4,2022-12-27 19:32:24,"Bagus nih aplikasi,tapi kalo ada stranger think lebih mantap nih aplikasi",bagus nih aplikasitapi kalo ada stranger think lebih mantap nih aplikasi,"['bagus', 'nih', 'aplikasitapi', 'kalo', 'ada', 'stranger', 'think', 'lebih', 'mantap', 'nih', 'aplikasi']","['bagus', 'nih', 'aplikasitapi', 'kalo', 'stranger', 'think', 'mantap', 'nih', 'aplikasi']","['bagus', 'nih', 'aplikasitapi', 'kalo', 'stranger', 'think', 'mantap', 'nih', 'aplikasi']",-3,2,Negatif,bagus nih aplikasitapi kalo stranger think mantap nih aplikasi
Mantapppp,5,2022-12-27 16:58:52,Mantapppp,mantapppp,['mantapppp'],['mantapppp'],['mantapppp'],0,3,Netral,mantapppp
perbanyak lagi film² nya kaka 👍,5,2022-12-27 11:21:58,perbanyak lagi film² nya kaka 👍,perbanyak lagi film² nya kaka 👍,"['perbanyak', 'lagi', 'film²', 'nya', 'kaka', '👍']","['perbanyak', 'film²', 'nya', 'kaka', '👍']","['banyak', 'film', 'nya', 'kaka', '']",-3,2,Negatif,banyak film nya kaka 
Fiturnya keren tapi kenapa saya ga bisa nonton saluran saya yah?,5,2022-12-27 09:18:56,Fiturnya keren tapi kenapa saya ga bisa nonton saluran saya yah?,fiturnya keren tapi kenapa saya ga bisa nonton saluran saya yah,"['fiturnya', 'keren', 'tapi', 'kenapa', 'saya', 'ga', 'bisa', 'nonton', 'saluran', 'saya', 'yah']","['fiturnya', 'keren', 'ga', 'nonton', 'saluran', 'yah']","['fiturnya', 'keren', 'ga', 'nonton', 'salur', 'yah']",0,3,Netral,fiturnya keren ga nonton salur yah
Tidak mendapat kode Verifikasi jd tidak bisa login,1,2022-12-26 23:08:40,Tidak mendapat kode Verifikasi jd tidak bisa login,tidak mendapat kode verifikasi jd tidak bisa login,"['tidak', 'mendapat', 'kode', 'verifikasi', 'jd', 'tidak', 'bisa', 'login']","['kode', 'verifikasi', 'jd', 'login']","['kode', 'verifikasi', 'jd', 'login']",-3,2,Negatif,kode verifikasi jd login
Aplikasi error tidak bisa play movie sejak 2 hari ini,1,2022-12-26 22:01:52,Aplikasi error tidak bisa play movie sejak 2 hari ini,aplikasi error tidak bisa play movie sejak hari ini,"['aplikasi', 'error', 'tidak', 'bisa', 'play', 'movie', 'sejak', 'hari', 'ini']","['aplikasi', 'error', 'play', 'movie']","['aplikasi', 'error', 'play', 'movie']",-9,1,Negatif,aplikasi error play movie
Tidak bisa login di tv,1,2022-12-26 20:46:21,Tidak bisa login di tv,tidak bisa login di tv,"['tidak', 'bisa', 'login', 'di', 'tv']","['login', 'tv']","['login', 'tv']",0,3,Netral,login tv
ok,5,2022-12-26 19:47:30,Oke,oke,['oke'],['oke'],['oke'],2,4,Positif,oke
Kok jadi lemot ya...padahal sdh didownload filmnya,1,2022-12-26 18:41:58,Kok jadi lemot ya...padahal sdh didownload filmnya,kok jadi lemot yapadahal sdh didownload filmnya,"['kok', 'jadi', 'lemot', 'yapadahal', 'sdh', 'didownload', 'filmnya']","['lemot', 'yapadahal', 'sdh', 'didownload', 'filmnya']","['lot', 'yapadahal', 'sdh', 'didownload', 'film']",-5,1,Negatif,lot yapadahal sdh didownload film
Baik apklikasinya,4,2022-12-26 11:41:49,Baik apklikasinya,baik apklikasinya,"['baik', 'apklikasinya']",['apklikasinya'],['apklikasinya'],0,3,Netral,apklikasinya
Ga bisa log in,4,2022-12-26 10:18:22,Ga bisa log in,ga bisa log in,"['ga', 'bisa', 'log', 'in']","['ga', 'log', 'in']","['ga', 'log', 'in']",0,3,Netral,ga log in
"kenapa kita harus membayar untuk menonton video? saya kecewa😠😠.apk gak guna,",1,2022-12-26 09:06:37,"kenapa kita harus membayar untuk menonton video? saya kecewa😠😠.apk gak guna,",kenapa kita harus membayar untuk menonton video saya kecewa😠😠apk gak guna,"['kenapa', 'kita', 'harus', 'membayar', 'untuk', 'menonton', 'video', 'saya', 'kecewa😠😠apk', 'gak', 'guna']","['membayar', 'menonton', 'video', 'kecewa😠😠apk', 'gak']","['bayar', 'tonton', 'video', 'kecewa apk', 'gak']",-7,1,Negatif,bayar tonton video kecewa apk gak
Awal download sih masih bagus tapi setelah 7 hari pemakaian masa jadi ada iklan kalau iklannya sedikit sih gapapa tapi ini iklannya kebangetan masa setiap 1 menit iklan kalau gitu mending gausah berlangganan Disney mending netflix,1,2022-12-26 07:49:47,Awal download sih masih bagus tapi setelah 7 hari pemakaian masa jadi ada iklan kalau iklannya sedikit sih gapapa tapi ini iklannya kebangetan masa setiap 1 menit iklan kalau gitu mending gausah berlangganan Disney mending netflix,awal download sih masih bagus tapi setelah hari pemakaian masa jadi ada iklan kalau iklannya sedikit sih gapapa tapi ini iklannya kebangetan masa setiap menit iklan kalau gitu mending gausah berlangganan disney mending netflix,"['awal', 'download', 'sih', 'masih', 'bagus', 'tapi', 'setelah', 'hari', 'pemakaian', 'masa', 'jadi', 'ada', 'iklan', 'kalau', 'iklannya', 'sedikit', 'sih', 'gapapa', 'tapi', 'ini', 'iklannya', 'kebangetan', 'masa', 'setiap', 'menit', 'iklan', 'kalau', 'gitu', 'mending', 'gausah', 'berlangganan', 'disney', 'mending', 'netflix']","['download', 'sih', 'bagus', 'pemakaian', 'iklan', 'iklannya', 'sih', 'gapapa', 'iklannya', 'kebangetan', 'menit', 'iklan', 'gitu', 'mending', 'gausah', 'berlangganan', 'disney', 'mending', 'netflix']","['download', 'sih', 'bagus', 'pakai', 'iklan', 'iklan', 'sih', 'gapapa', 'iklan', 'banget', 'menit', 'iklan', 'gitu', 'mending', 'gausah', 'langgan', 'disney', 'mending', 'netflix']",-11,1,Negatif,download sih bagus pakai iklan iklan sih gapapa iklan banget menit iklan gitu mending gausah langgan disney mending netflix
Kok udah berlangganan melalui beli paket data di My Telkomsel tp tetep harus berlangganan lg? Sebelum2 g begini... Sedikit kecewa sih,2,2022-12-26 07:21:48,Kok udah berlangganan melalui beli paket data di My Telkomsel tp tetep harus berlangganan lg? Sebelum2 g begini... Sedikit kecewa sih,kok udah berlangganan melalui beli paket data di my telkomsel tp tetep harus berlangganan lg sebelum g begini sedikit kecewa sih,"['kok', 'udah', 'berlangganan', 'melalui', 'beli', 'paket', 'data', 'di', 'my', 'telkomsel', 'tp', 'tetep', 'harus', 'berlangganan', 'lg', 'sebelum', 'g', 'begini', 'sedikit', 'kecewa', 'sih']","['udah', 'berlangganan', 'beli', 'paket', 'data', 'my', 'telkomsel', 'tp', 'tetep', 'berlangganan', 'lg', 'g', 'kecewa', 'sih']","['udah', 'langgan', 'beli', 'paket', 'data', 'my', 'telkomsel', 'tp', 'tetep', 'langgan', 'lg', 'g', 'kecewa', 'sih']",2,4,Positif,udah langgan beli paket data my telkomsel tp tetep langgan lg g kecewa sih
Resolusi udah paling tinggi tapi layarnya tetep ga HD,3,2022-12-26 03:18:46,Resolusi udah paling tinggi tapi layarnya tetep ga HD,resolusi udah paling tinggi tapi layarnya tetep ga hd,"['resolusi', 'udah', 'paling', 'tinggi', 'tapi', 'layarnya', 'tetep', 'ga', 'hd']","['resolusi', 'udah', 'layarnya', 'tetep', 'ga', 'hd']","['resolusi', 'udah', 'layar', 'tetep', 'ga', 'hd']",3,4,Positif,resolusi udah layar tetep ga hd
Kok film amazing spederman ngak ada bahasa indonesia nya,1,2022-12-26 02:57:58,Kok film amazing spederman ngak ada bahasa indonesia nya,kok film amazing spederman ngak ada bahasa indonesia nya,"['kok', 'film', 'amazing', 'spederman', 'ngak', 'ada', 'bahasa', 'indonesia', 'nya']","['film', 'amazing', 'spederman', 'ngak', 'bahasa', 'indonesia', 'nya']","['film', 'amazing', 'spederman', 'ngak', 'bahasa', 'indonesia', 'nya']",-4,2,Negatif,film amazing spederman ngak bahasa indonesia nya
Yg mau jawab plis dong disini ada serial india anupama gk,1,2022-12-26 01:58:34,Yg mau jawab plis dong disini ada serial india anupama gk,yg mau jawab plis dong disini ada serial india anupama gk,"['yg', 'mau', 'jawab', 'plis', 'dong', 'disini', 'ada', 'serial', 'india', 'anupama', 'gk']","['yg', 'plis', 'serial', 'india', 'anupama', 'gk']","['yg', 'plis', 'serial', 'india', 'anupama', 'gk']",0,3,Netral,yg plis serial india anupama gk
Tolong ada kan pengaturan utk autoplay atau menonaktifkan autoplay nya,1,2022-12-25 22:34:37,Tolong ada kan pengaturan utk autoplay atau menonaktifkan autoplay nya,tolong ada kan pengaturan utk autoplay atau menonaktifkan autoplay nya,"['tolong', 'ada', 'kan', 'pengaturan', 'utk', 'autoplay', 'atau', 'menonaktifkan', 'autoplay', 'nya']","['tolong', 'pengaturan', 'utk', 'autoplay', 'menonaktifkan', 'autoplay', 'nya']","['tolong', 'atur', 'utk', 'autoplay', 'nonaktif', 'autoplay', 'nya']",-6,1,Negatif,tolong atur utk autoplay nonaktif autoplay nya
"Kenapa sering ngeblankng bisa d lihat ya,buat apa langganan tahunan klo g bisa",2,2022-12-25 20:35:54,"Kenapa sering ngeblankng bisa d lihat ya,buat apa langganan tahunan klo g bisa",kenapa sering ngeblankng bisa d lihat yabuat apa langganan tahunan klo g bisa,"['kenapa', 'sering', 'ngeblankng', 'bisa', 'd', 'lihat', 'yabuat', 'apa', 'langganan', 'tahunan', 'klo', 'g', 'bisa']","['ngeblankng', 'd', 'lihat', 'yabuat', 'langganan', 'tahunan', 'klo', 'g']","['ngeblankng', 'd', 'lihat', 'yabuat', 'langgan', 'tahun', 'klo', 'g']",5,5,Positif,ngeblankng d lihat yabuat langgan tahun klo g
Flim nya tambahin lagi min saran saya 🤣,4,2022-12-25 18:46:39,Flim nya tambahin lagi min saran saya 🤣,flim nya tambahin lagi min saran saya 🤣,"['flim', 'nya', 'tambahin', 'lagi', 'min', 'saran', 'saya', '🤣']","['flim', 'nya', 'tambahin', 'min', 'saran', '🤣']","['flim', 'nya', 'tambahin', 'min', 'saran', '']",-3,2,Negatif,flim nya tambahin min saran 
"Sudah berlangganan tapi tidak bisa nonton film hanya layar hitam saja yang kelihatan tapi kalau nonton trailer lancar2 aja, itu maksudnya gimana ya, jadi merasa tertipu saya°^°",1,2022-12-25 18:24:27,"Sudah berlangganan tapi tidak bisa nonton film hanya layar hitam saja yang kelihatan tapi kalau nonton trailer lancar2 aja, itu maksudnya gimana ya, jadi merasa tertipu saya°^°",sudah berlangganan tapi tidak bisa nonton film hanya layar hitam saja yang kelihatan tapi kalau nonton trailer lancar aja itu maksudnya gimana ya jadi merasa tertipu saya°°,"['sudah', 'berlangganan', 'tapi', 'tidak', 'bisa', 'nonton', 'film', 'hanya', 'layar', 'hitam', 'saja', 'yang', 'kelihatan', 'tapi', 'kalau', 'nonton', 'trailer', 'lancar', 'aja', 'itu', 'maksudnya', 'gimana', 'ya', 'jadi', 'merasa', 'tertipu', 'saya°°']","['berlangganan', 'nonton', 'film', 'layar', 'hitam', 'nonton', 'trailer', 'lancar', 'aja', 'maksudnya', 'gimana', 'ya', 'tertipu', 'saya°°']","['langgan', 'nonton', 'film', 'layar', 'hitam', 'nonton', 'trailer', 'lancar', 'aja', 'maksud', 'gimana', 'ya', 'tipu', 'saya']",-3,2,Negatif,langgan nonton film layar hitam nonton trailer lancar aja maksud gimana ya tipu saya
